HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.instructions,Input.image,Input.source,Input.target,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.endTime,Answer.endTimeInitialGuess,Answer.possAlignments,Answer.possAlignmentsInitialGuess,Answer.sourceHighlights,Answer.sourceHighlightsInitialGuess,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.sureAlignmentsInitialGuess,Answer.targetHighlights,Answer.targetHighlightsInitialGuess,Approve,Reject
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,31QTRG6Q2UYHW0EV74LG2LJVDM3PYM,AFQKLIYNCVZTL,Submitted,Wed Jun 22 12:49:29 PDT 2016,Wed Jun 22 12:52:49 PDT 2016,Fri Jul 22 12:52:49 PDT 2016,,,,200,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},178307,1466625146875,1466625146875,{},{},unchanged,{},1466624968568,Submit,0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 0-10 1-0 1-1 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 1-10 2-0 2-1 2-2 2-3 2-4 2-5 2-6 2-7 2-8 2-9 2-10 3-0 3-1 3-2 3-3 3-4 3-5 3-6 3-7 3-8 3-9 3-10 4-0 4-1 4-2 4-3 4-4 4-5 4-6 4-7 4-8 4-9 4-10 5-0 5-1 5-2 5-3 5-4 5-5 5-6 5-7 5-8 5-9 5-10 6-0 6-1 6-2 6-3 6-4 6-5 6-6 6-7 6-8 6-9 6-10 7-0 7-1 7-2 7-3 7-4 7-5 7-6 7-7 7-8 7-9 7-10 8-0 8-1 8-2 8-3 8-4 8-5 8-6 8-7 8-8 8-9 8-10 9-0 9-1 9-2 9-3 9-4 9-5 9-6 9-7 9-8 9-9 9-10 10-0 10-1 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9 10-10,0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 0-10 1-0 1-1 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 1-10 2-0 2-1 2-2 2-3 2-4 2-5 2-6 2-7 2-8 2-9 2-10 3-0 3-1 3-2 3-3 3-4 3-5 3-6 3-7 3-8 3-9 3-10 4-0 4-1 4-2 4-3 4-4 4-5 4-6 4-7 4-8 4-9 4-10 5-0 5-1 5-2 5-3 5-4 5-5 5-6 5-7 5-8 5-9 5-10 6-0 6-1 6-2 6-3 6-4 6-5 6-6 6-7 6-8 6-9 6-10 7-0 7-1 7-2 7-3 7-4 7-5 7-6 7-7 7-8 7-9 7-10 8-0 8-1 8-2 8-3 8-4 8-5 8-6 8-7 8-8 8-9 8-10 9-0 9-1 9-2 9-3 9-4 9-5 9-6 9-7 9-8 9-9 9-10 10-0 10-1 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9 10-10,unchanged,{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,33L7PJKHCHJ09MGKBHW68IWQ9F4T8A,AJD3JOWNVDZD1,Submitted,Thu Jun 23 07:41:17 PDT 2016,Thu Jun 23 07:45:03 PDT 2016,Sat Jul 23 07:45:03 PDT 2016,,,,226,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},212388,1466693093049,1466693043343,{},{},{},{},1466692880661,Submit,0-7 0-8 0-9 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 0-8 0-9 1-7 1-8 1-9 2-7 2-8 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},5 6
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,379J5II41P1TZAI6FBGFE1IVQ0TLE1,A12R2U6TBB3OOG,Submitted,Wed Jun 22 12:39:19 PDT 2016,Wed Jun 22 12:54:08 PDT 2016,Fri Jul 22 12:54:08 PDT 2016,,,,889,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},158330,1466625244713,1466625227691,{},{},unchanged,{},1466625086383,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 1-5 1-6 1-9 2-5 2-6 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4,unchanged,{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,39N5ACM9HF82VZ6NZST034Q44IS9P1,AURYD2FH3FUOQ,Submitted,Thu Jun 23 06:10:06 PDT 2016,Thu Jun 23 06:12:15 PDT 2016,Sat Jul 23 06:12:15 PDT 2016,,,,129,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},125179,1466687528797,1466687511697,{},{},unchanged,{},1466687403618,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,unchanged,{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,3E7TUJ2EGD7T623XUJ253A9FQZCD9E,A33SKJTJTE5H3C,Submitted,Thu Jun 23 03:41:50 PDT 2016,Thu Jun 23 03:44:51 PDT 2016,Sat Jul 23 03:44:51 PDT 2016,,,,181,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},167081,1466678678097,1466678601706,{},{},unchanged,{},1466678511016,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 1-5 1-6 2-5 2-6 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4,unchanged,{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,3ERMJ6L4DZDSWDLHSF3O84534NE7MC,A4H1NYJVE7C53,Submitted,Thu Jun 23 02:01:41 PDT 2016,Thu Jun 23 02:05:33 PDT 2016,Sat Jul 23 02:05:33 PDT 2016,,,,232,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},168934,1466672675611,1466672617211,{},{},{},{},1466672506677,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-5 0-6 0-7 0-8 0-9 1-5 1-6 1-7 1-8 1-9 2-5 2-6 2-7 2-8 2-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 8-7 9-8 10-10,{},{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,3FFJ6VRIL29SIJV6M1KN1WOZFZ1I0I,A1HBGAN6P9PCJW,Submitted,Wed Jun 22 19:32:28 PDT 2016,Wed Jun 22 19:35:18 PDT 2016,Fri Jul 22 19:35:18 PDT 2016,,,,170,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},163202,1466649314025,1466649228516,{},1-5 1-6 2-5 2-6,unchanged,{},1466649150823,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 2-9 4-0 5-1 6-2 7-3 8-4 8-7 9-8 10-9,unchanged,{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,3IOEN3P9S84CWOLNGJFYIYH4B1Z16Z,A18TO2D0ADX3QT,Submitted,Thu Jun 23 02:24:47 PDT 2016,Thu Jun 23 02:28:09 PDT 2016,Sat Jul 23 02:28:09 PDT 2016,,,,202,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},189555,1466674082739,1466674057764,{},{},{},{},1466673893184,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 2-6 2-9 3-6 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,3K2755HG5TO27CUAX52XD6VQTXTFDU,A3QLUTH89HZQC9,Submitted,Thu Jun 23 07:41:02 PDT 2016,Thu Jun 23 07:49:17 PDT 2016,Sat Jul 23 07:49:17 PDT 2016,,,,495,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},480916,1466693344491,1466693170377,{},7-4 8-4,{},3,1466692863575,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-9,0-7 1-5 2-6 2-9 4-0 5-1 6-2 7-3 8-3 8-7 9-3 9-8 10-9,{},{}
3X4Q1O9UBH7EAX80FTDZBPYRK0QO7I,3O8UG586SA7X9EUU5Y2RW2CIS9C94J,Aligning Words in Paraphrased Sentence Pairs Training,Select the words in paraphrase that correspond to each other. Completing all HITs in this project is necessary to gain qualification for a much larger set.,align sentence paraphrase pairs words training,$0.03,Wed Jun 22 12:37:23 PDT 2016,100,BatchId:2439893;,3600,2592000,Fri Jul 22 12:37:23 PDT 2016,,,3PM8NZGV8Z1DW7P02LE3JC2WGHQQXD,A2ZRJMJTE6ID97,Submitted,Thu Jun 23 02:52:51 PDT 2016,Thu Jun 23 02:55:05 PDT 2016,Sat Jul 23 02:55:05 PDT 2016,,,,134,0% (0/0),0% (0/0),0% (0/0),"We do not have a strict definition of what constitutes a correspondence. As a rule of thumb align words or phrases a->b in two sentences (A,B) whenever the words a can be substituted for b in B, or vice-versa. This relationship should hold within the context of the sentence pair in question: the relation a->b need not hold in general contexts. Trivially this definition allows for identical word pairs. The choice of aligning words or blocks can be subjective. In general, you should align the smallest possible sensible unit, which will be individual words in the majority of sentences. When the same concept has been realised in the two sentences with quite a different construction, and aligning the two word-for-word becomes infeasible, then a many-to-many block should be used. For example, a block alignment should be used in the following sentence pair:",https://www.cis.upenn.edu/~ccb/figures/monolingual-word-alignment-guidelines/training2.png,Australia is concerned with the issue of carbon dioxide emissions .,The problem of greenhouse gasses has attracted Australia 's attention .,5-1 6-2 4-0 8-4 7-3 10-9 9-8 8-7,,,,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,{},{},{},98197,1466675673475,1466675673475,{},{},unchanged,{},1466675575278,Submit,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,0-7 1-5 1-6 1-8 1-9 2-5 2-6 2-8 2-9 3-5 3-6 3-8 3-9 4-0 5-1 6-2 7-3 7-4 8-3 8-4 9-3 9-4 10-10,unchanged,{}
