LDC2002T01	zh	ZBN19981218_0020	2	nw	sent	（吉隆坡讯）马来西亚副财政部长黄思华说，外汇管制措施明年9月1日满一年时，预料会有超过100亿零吉的外资可从股市撤离，因此政府将通过种种措施以营造有利的投资环境，鼓励外资继续留在马来西亚。	10	(Kuala Lumpur)Malaysia's Deputy Finance Minister Huang Sihua said that it is anticipated that some 10-billion Ringgit of foreign investment will be withdrawn from the stock markets as foreign exchange control measures are implemented for a full year by September 1 next year. Therefore the government will take various measures to create a favorable investment environment to encourage foreign investment to stay in Malaysia.	(From Kuala Lumpur) Wong See Wah, deputy minister of finance of Malaysia, said that by the time the foreign currency control reaches its first anniversary on Sept. 1 next year, it is expected that more than 10 billion Ringgit of foreign capital will have been withdrawn from the stock market.  Therefore, the government will take various measures to create a favorable environment for investment to encourage the foreign capital to remain in Malaysia.	(Kuala Lumpur) According to Deputy Finance Minister of Malaysia, Wong See Wah, foreign exchange control measures are due to expire on September 1 next year (after put into force for one full year).  It is estimated that about 10 billion Malaysian Ringgit of foreign capitals may withdraw from the stock market.  Therefore, the government will adopt different measures to create a favorable investment environment in order to encourage foreign capitals to continue their stay in Malaysia.	(Kuala Lumpur) - Huang Sihua, Vice Financial Minister of Malaysia, said that it is anticipated that over 10 billion ringgit of foreign capital could be withdrawn from the stock market when foreign currency control measurement enters its one full year by September 1 next year. Therefore, the government will take all possible measures to create a better investment environment to encourage foreign capital's retaining in Malaysia.	(Kuala Lumpur) Huang Sihua, Vice Finance Minister of Malaysia, said it was expected that foreign investment of over 10 billion Ringits might be withdrawn from the stock market on September 1st next year, when foreign exchange controls had been carried out for one full year. He stated that the government would take steps to build a favorable investment environment to encourage foreign capital to stay in Malaysia.	(Kuala Lumpur, Message) Malaysian Deputy Finance Minister Huang Sihua says that when foreign exchange controls are lifted on September 1 after a full year of implementation, it is expected that over 10 billion ringgit in foreign capital may be withdrawn from the stock market. In response, the government will take a variety of measures to create a favorable investment environment and encourage foreign investment to stay on in Malaysia.	(Reported from Kuala Lumpur) Vice finance minister of Malaysia Huang Sihua said that, when the foreign exchange administrative policy lasted for a year on Sep. 1st next year, more than ten billion Ringgits are expected to withdraw from the stock market. Therefore the government will make favorable investment environment through various means to encourage foreign funds to stay in Malaysia.	Kuala Lumpur Malaysian Vice Minister of Finance Huang Sihua said that next 1 September when the supervision measures of foreign capital were carried out for a year, it's supposed that more than 10billion ringgit of foreign capital would leave the stock market. Therefore, the government would create better investment conditions through various measures to encourage foreign capital to stay in Malaysia.	(Kuala Lumpur) Malaysian Deputy Finance Minister Huang Sihua said that, because when the foreign control measures will have worked for a year by September 1 next year, it is expected that foreign funds of over 10 billion Lingji might be withdrawn from the stock market, the government will take various measures to create favorable investment environments and encourage foreign funds to continue staying in Malaysia.	(Kuala Lumpur) The Vice Finance Minister of Malaysia Wang Shihua said that the foreign exchange measure will be expiring on September first after one year in effect.  It is predicted that more than 10,000,000 Malaysian dollars from foreign investors on the stock market might be lost.  So the government will do their best to maintain a good environment to encourage the foreign investors to stay in Malaysia.
LDC2002T01	zh	chtb_092	2	nw	sent	新华社兰州一月六日电（记者孙志平）地处中国西北部的甘肃省去年经济发展势头看好，逐渐形成“高增长、低通胀”的发展格局。	10	Xinhua News Agency report of January 6 from Lanzhou (by staff reporter Sun Zhiping) - Gansu Province in the northwestern region of China showed a promising economic development trend last year, with a development pattern of "high growth and low inflation" gradually taking shape.	Xinhua News Agency, Lanzhou, Jan. 6 (Journalist Sun Zhiping) - The economy in Gansu Province located in northwestern China registered a strong potential for development last year and has gradually evolved into a pattern of "high growth and low inflation".	Xinhua News Agency, Lanzhou, January 6 (reporter: Sun Zhiping) - The Gansu province is situated at northwest part of China.  Last year, the economic development in the province showed an encouraging trend: a "high growth but low inflation" development pattern was gradually taking shape.	Xinhua News Agency, Lanzhou, January 6 (Journalist Sun Zhipin) - Gansu province that located in northwest China showed its good economic developing tendency last year, that was a gradually formed "High Growth with Low Inflation" developing structure.	Xinhua News Agency, Lanzhou, January 6. Gansu Province is located in the Northwest of China. Last year, its economy followed a positive development trend, the developing structure of "high increase, low inflation" gradually took shape.	Xinhua News Agency, Lanzhou, January 6, Telegram (Reporter Sun Zhiping).  Last year's economic development momentum in Gansu Province, located in northwest China, looked good; the province is gradually assuming a "high growth, low inflation" development pattern.	Lanzhou, January 6 (Xinhua News Agency) Gansu Province, located in the northwest area of China, achieved a promising economic increase, gradually forming an economy pattern characterized by high growth rate and low inflation.	Xinhua News Agency, Lanzhou, 6 January by Sun Zhiping Economic development in Gansu Province (located in the northwest of China) was going on smoothly. "Rapid growth and low inflation" became the structure of economic development.	Xinhua News Agency. Lanzhou. Jan. 6. (Reporter Shun Zhiping) Gansu province in North-west China maintained a good momentum of economic growth last year and gradually steped into a "high growth and low inflation" development pattern.	Xinhua News agency, Lanzhou, January 6th, by Zhiping Shun-The economic development in Gansu province, located in the northeast of China, showed an upward tendency in investments last year. The intended high growth and low inflation has taken shape in Gansu's economy.
LDC2002T01	zh	chtb_305	10	nw	sent	他表示希望中亚地区稳定和发展，人民生活水平不断提高。	10	He hoped that the Middle Asian region will maintain stability and development while continuously improving the living standard of its people.	He indicated that he hopes Central Asia will enjoy stability and development and their people's lives will be continuously improved.	He wished stability, development and better living standard to the people in Central Asia region.	He hoped that middle Asian region's situation would be stable, economy developed and people's living standard would be improved.	He expressed his wishes for the middle Asian region to remain stable and develop further, while improving the region's living standards.	He expressed his wishes for the stability and development of the central Asia region with the people's living standard increasing continuously.	He wished the Central Asian region stability and development, as well as continuous improvement of the people's living standards here, he added.	He expected the stability and development of Middle Asia, and the constant improvement of people's living standards.	He expresses hope for the stability and development of Central Asia, and the constant rise of people's living standards here.	He expressed that he hoped the steady development in the Region of Central Asia will continue and the peoples standards of living will be higher.
LDC2002T01	zh	ZBN19981111_0041	6	nw	sent	一般猜测，该局会决定再度减息，以保持经济稳定。	10	It is generally anticipated that the Federal Reserve will cut rates again to keep the economy stable.	The public guess is that the Federal Reserve will decide to cut the rate again to keep the economy stable.	Most people guess the Board will favor another cut to stabilize the economy.	It is guessed that the Federal Reserve will lower the interest again to keep a stable economy.	It was widely speculated that the Reserve would decide to reduce interest once more to keep the economy stable.	It is generally conjectured that the Federal Reserve will decide to drop interest rates again in order to maintain economic stability.	It is conjectured that they will decide one more cut to maintain stability of economy.	It's guessed that the board would decide to reduce the rate again to maintain the stability of the economy.	As generally conjectured, the Bureau will decide to reduce the interest rate once again, in order to retain the steady economy.	Generally it is expected that the Bank will drop the interest rate in order to maintain economic stability.
LDC2002T01	zh	ZBN19981119_0025	4	nw	sent	基于房地产业市场下跌及游资紧缩，联和机构在届满期限时，只能赎回35％的债券，同时余下65％的债券届满期限，以15％年率延长至2000年8月17日届满。	10	Due to the declining of the real estate market and the decrease of floating capital, Lien Hoe was able to redeem only 35% of its bonds upon expiration, and the remaining 65% of the bonds were deferred till August 17, 2000, at an annual interest rate of 15%.	Due to the devaluation of the real estate market and tightened circulating funds, Lien Hoe was able to redeem only 35% of the bonds on the maturity date, while the maturity date of the remaining 65% of bonds is extended to August 17, 2000 at 15% APR.	Due to weakness in real estate markets and a contraction in hot money, Lien Hoe Berhad managed to redeem only 35% of the outstanding bond on maturity date.  The maturity date for the remaining 65% was extended to August 17, 2000 at an interest rate of 15%.	Due to drop of real estate market and idle fund contraction, Lien Hoe organization can only redeem 35% of its bond by the expiry date; for the remaining 65% bond, the expiry date will be postponed to August 17 of 2000 with an annual rate of 15%.	Due to the decline in the real estate market and idle money contracted, Lien Hoe can redeem 35% of the bond at the expiration date, and the remaining 65% of the bond will be extended to the expiration date of August 17, 2000 with an annual interest rate of 15%.	As Lien Hoe Group could only redeem 35% of the bond at maturity due to a drop in the real estate market and a contraction in floating capital, the maturity date of the remaining 65% of the bond was extended to August 17, 2000, at an annual interest rate of 15%.	As for the falling down of real estates and deflation of floating capital, Lien Hoe was able to redeem only 35% of the bonds at the expiration and the remaining 65% due bonds had their expiry extended to 17, Aug 2000 at an interest rate of 15%.	Since a decline in real estate and the retrenchment of circulating capital, until the validation, Lien Hoe could only redeem 35% of the bonds. The remaining 65% of the bonds would be postponed to 17 August 2000 with the annual rate of 15%.	Due to the drop of the real estate market and the inflation of speculative capital, when Lien Hoe comes to its expiration date, only 35% of the bonds can be redeemed, at the same time, the expiration date of the rest 65% may be postponed to August 17, 2000 at an annual rate of 15%.	Due to the decline of the real estate market and the retrenching of the tourist industry, The Lien Hoe Organization can only redeem 35% of its bond at the expiration of its term, the remaining 65% will have to be extended with 15% interest until August 17, 2000.
LDC2002T01	zh	ZBN19981218_0020	5	nw	sent	他强调，马国政府将马币兑率定在1美元兑3.8零吉，将鼓励投资者策划长期的投资计划，作出更准确的投资决定，而不必再为货币波动而担心。	10	He stressed that the Malaysian government will set the exchange rate between US Dollar and Malaysian Ringgit at 1:3.8, which will encourage overseas investors to plan long-term investment projects, without worrying about the fluctuation of currencies.	He stressed that the Malaysian government will set the exchange rate of U.S. dollars against Malaysian Ringgit at 1:3.8.  It will encourage investors to make long-term investment plans and to make more accurate investment decisions without having to worry about the currency fluctuations.	He stressed that the Malaysian government has decided to fix the exchange rate of 1 U.S. Dollars to 3.8 Malaysian Ringgit.  The measure enables investors to do some long term planning about their investment.  Investors do not need to worry about fluctuations in exchange rates and can make a more accurate investment decision.	He stressed that Malaysian government will fix the exchange rate for Malaysian currency at 1 USD = 3.8 ringgit. This will encourage the investors to map out a long-term investment plan, make more correct investment decision without worrying about the fluctuation of currency exchange rate.	He emphasized that Malaysia determined the exchange rate to be 1 USD to 3.8 Ringits, which would allow investors to plan long term investments, make more exact decisions, and worry less about the fluctuation of currency.	He stressed that the Malaysian government has fixed the Malaysian currency to 3.8 ringgit to the U.S. dollar to encourage investors to plan long-term investment projects and make more accurate investment decisions without having to worry about currency fluctuation.	He stressed that, the Malay government would set the exchange rate of the Malay currency at 1 dollar to 3.8 Ringgits. It would also encourage the investors to make long term investment plans and make more acurate investment decisions, not worrying about the fluctuation of exchange rate.	He emphasized that the Malaysian government would decide the rate of exchange to be 1 Dollar to 3.8ringgit. This would encourage investors to make long-term plans, and make up their minds to invest without worrying about currency fluctuation again.	He stressed that Malaysian government has fixed the exchange rate of Malaysian currency at one US dollar to 3.8 Lingji, which will encourage investors to engineer long-term investment plans and make more accurate investment decisions, without the need to worry about fluctuations of the currency.	He emphasized that the Malaysian government will insure that the exchange rate of one US dollar will equal 3.8 of the Malaysian currency. The government encourages foreign investors to set up long term investment plans without having to worry about the long-term exchange rate.
LDC2002T01	zh	ZBN19981216_0054	5	nw	sent	声明说，两人在逃脱之前被迫在朝鲜的煤矿当奴役。	10	The statement said they were forced to work in a coal mine in North Korea before they escaped.	The statement said that the two men were forced to work as slaves in a coal mine in North Korea before they escaped.	The statement said that both men were forced to work in a coal mine in North Korea until they escaped.	The statement said, both of them were forced to work in a coal mine in North Korea as slaves before their escape.	It was stated that the two were forced to serve as slaves in North Korea before fleeing.	The statement says that they were forced to provide slave labor in North Korean coal mines before their escape.	It also says that the two were forced to do slavery work in the coal mines in the North before their fleeing.	The statement said that both of them were enslaved in a mine in North Korea before their escape.	The statement said that the two men were forced to work as slave workers in a North Korea's coal mine before running away.	The announcement said that these two soldiers were forced to live like slaves in the mines before they escaped.
LDC2002T01	zh	chtb_245	5	nw	sent	邹家华说，访加数天来，他亲身体会到加拿大政府和各界人士同中国加强合作的强烈愿望，感到两国加速发展双边关系的条件已经具备，时机也十分有利。	10	Zou Jiahua said that during the past few days of his visit, he has experienced the strong desire of both the Canadian government and people from different walks of life to strengthen cooperation with China and felt that the conditions are ready and the time is mature for the two countries to accelerate the development of bilateral relationship.	Zou Jiahua said, in the past few days of his visit in Canada, he experienced personally the strong desire of the Canadian government and people from all circles to strengthen the cooperation with China.  He felt that both countries are ready for accelerating the development of the bilateral relationship and now is the time.	Zou Jiahua said that he personally felt the strong wishes of the Canadian Government and different sectors of the society to strengthen cooperation with China during his stay in Canada in the past few days.  He thought the necessary conditions were already there and the timing was right.  Therefore, two countries should accelerate bilateral relations.	Zou Jiahua said, during these several days in Canada he experienced by himself that Canadian government and personages in all circles have a strong desire of strengthening the co-operation with China, the conditions of accelerating the development of bilateral relations are ready and the timing is very good.	After a several day visit to Canada, Zou Jiahua said he had personally realized the strong desire of the Canadian government and all circles to enhance cooperation with China.  He also said that he felt the groundwork for development of a bilateral relationship had been achieved, and it would provide opportunities.	Zou Jiahua said that during his several days visit to Canada, he has realized in person the strong desire for an reinforced cooperation with China by the Canadian government and people of all circles. He felt that the conditions have been satisfied and the timing is also very favorable in speeding up the development of the bi-lateral relationship.	Zou said, during his several days of visitm, he felt the enthusiasm for cooperation with China from the Canadian government and people of all circles, and believed time was ripe for speeding up bilateral relations.	Zhou Jiahua said that during his a couple days in Canada, he realized the strong will that the Canadian government and personalities of various circles wanted to enhance the cooperation with China, and he felt that the conditions of developing the bilateral relationships already existed, and it's the right time.	Zou Jiahua said, during his visit to Canada these days, he himself has experienced the strong wishes of Canadian Government and people of all walks of life to cooperate with China, and felt that the conditions to develop bilateral relationship are ready, and that the time is also very good.	Zhou Jiahua said that during the several days spent visiting Canada, he experienced that the Canadian government and the people from different industries have very strong intentions to enhance the cooperation with China.  He felt that the conditions for rapidly developing relationships between these two countries have been ripe, and the opportunities have been very beneficial.
LDC2002T01	zh	VOM19981219_0700_1548	9	nw	sent	这些国家大都受到主要出口产品价格低廉的影响。	10	These countries were for a large part affected by the low prices of their major export products.	Most of these countries are affected by the low price for primary exports.	Most of these countries are suffering from falling prices in their main exports.	Most of these countries have been affected by low prices of their major export products.	These countries are mainly affected by the low price of exported products.	Most of these countries have been affected by low prices for their main export products.	Those countries were effected by the low prices of export products.	These areas were affected by the lower price of export products.	These countries were mostly influenced by the low prices of the staple export products.	These countries suffered most from the low prices of their export products.
LDC2002T01	zh	VOM19981115_0700_0898	8	nw	sent	后来军人开动一辆武装运兵车把这个身受重伤的人救了出来。	10	The severely wounded man was later rescued by an armored carrier.	Later, some soldiers arrived in an armored personnel carrier and rescued the seriously wounded man.	Troops arrived in an armed troop carrier and saved the seriously wounded man.	Then the army drove an armored personnel carrier to save this badly wounded person.	Later the soldiers rescued the seriously injured man with an armed transport vehicle.	Later, the military brought in an armored personnel carrier and saved this severely injured person.	Later the soldiers drove a armoured carrier and saved the heavily wounded man.	Later, the soldiers drove an armed truck there and they saved the severely wounded person.	Later the soldiers drove out an army-carrying car and rescued this seriously injured person.	Later the military drove a military vehicle to rescue this badly wounded man.
